gene,entrez_id,chromosome,
HEPACAM,220296,11,
PRKAG1,5571,12,
NEURL4,84461,17,
UCHL1,7345,4,
ZMYM1,79830,1,
DDRGK1,65992,20,
GORAB,92344,1,
CES1,1066,16,
FAHD2CP,729234,,
USP8,9101,15,
MID2,11043,X,
RGS10,6001,10,
GANAB,23193,11,
RGS1,5996,1,
RMND5B,64777,5,
HMGN5,79366,X,
LTC4S,4056,5,
NTAN1,123803,16,
AEN,64782,15,
LIMD1,8994,3,
ARHGEF6,9459,X,
DDX24,57062,14,
OR10A5,144124,11,
TM4SF18,116441,3,
SPOCK1,6695,5,
C10orf128,170371,10,
RNF14,9604,5,
SCARB1,949,12,
MARK3,4140,14,
UBE2QL1,134111,5,
SETD1B,23067,12,
LMX1B,4010,9,
ALG3,10195,3,
CD274,29126,9,
DNAJC4,3338,11,
VPS28,51160,8,
VAMP4,8674,1,
BMPR1B,658,4,
BAZ1B,9031,7,
CLCN2,1181,3,
TONSL,4796,8,
PPP1R13L,10848,19,
FBXL6,26233,8,
ADAM8,101,10,
DRG1,4733,22,
MIR223,407008,X,
ABHD17C,58489,15,
TAP1,6890,6,
SPNS1,83985,16,
RANBP9,10048,6,
TRAPPC2P1,10597,19,
RPL10A,4736,6,
PYGB,5834,20,
HIF1AN,55662,10,
ZNF571,51276,19,
SMUG1,23583,12,
UNC13B,10497,9,
RALYL,138046,8,
TTC27,55622,2,
TCIRG1,10312,11,
IFI35,3430,17,
GSX1,219409,13,
TMX2-CTNND1,100528016,,
ZNF503,84858,10,
STAM2,10254,2,
C16orf89,146556,16,
PCGF1,84759,2,
GLTSCR2,29997,19,
ZNF124,7678,1,
KDELC2,143888,11,
RNF157-AS1,100507218,,
BOLA3,388962,2,
CP,1356,3,
TRABD,80305,22,
TMEM60,85025,7,
ZNF569,148266,19,
ATG4D,84971,19,
BTBD17,388419,17,
VMAC,400673,19,
HIST3H3,8290,1,
BBS5,129880,2,
UBE2L6,9246,11,
NFKBIE,4794,6,
ATAD3B,83858,1,
ETFDH,2110,4,
SLC47A2,146802,17,
SLC22A17,51310,14,
OARD1,221443,6,
ZNF733P,643955,,
NUCB1,4924,19,
PEX7,5191,6,
OSBPL2,9885,20,
FFAR1,2864,19,
FAM86DP,692099,3,
PRKAA2,5563,1,
CLIC3,9022,9,
DNAJC10,54431,2,
PPP1R3B,79660,8,
HPDL,84842,1,
PITPNB,23760,22,
RPL21P44,402176,,
CBLL1,79872,7,
KIF1B,23095,1,
SLC6A9,6536,1,
ACOX3,8310,4,
DEXI,28955,16,
TIMM10B,26515,11,
FAM172A,83989,5,
MRPL38,64978,17,
IL13RA1,3597,X,
BDH1,622,3,
ST6GAL1,6480,3,
LINC01005,100506050,,
NADK2,133686,5,
ANAPC5,51433,12,
KIF20B,9585,10,
TRAPPC1,58485,17,
SNPH,9751,20,
CHPF2,54480,7,
MCM2,4171,3,
GUCA1B,2979,6,
MCM6,4175,2,
PIGK,10026,1,
SHC2,25759,19,
LTV1,84946,6,
HDAC8,55869,X,
MVP,9961,16,
MAPKAPK5-AS1,51275,12,
RNF126,55658,19,
USP45,85015,6,
SNX18,112574,5,
FHL3,2275,1,
C16orf86,388284,16,
EIF1B,10289,3,
TSACC,128229,1,
GABPB1-AS1,100129387,,
RBM34,23029,1,
LEPREL1,55214,3,
ZNF185,7739,X,
CES2,8824,16,
OXSM,54995,3,
DUSP15,128853,20,
ZCCHC9,84240,5,
ANKRD12,23253,18,
COPRS,55352,17,
LAS1L,81887,X,
SF3B2,10992,11,
CYB5A,1528,18,
WDR34,89891,9,
SUPT5H,6829,19,
TBC1D19,55296,4,
ALAD,210,9,
PRRC2A,7916,6,
EGFLAM,133584,5,
CLCN5,1184,X,
DEAF1,10522,11,
AMER2,219287,13,
SPINT2,10653,19,
FKBP7,51661,2,
ADSL,158,22,
FAM35A,54537,10,
CHAC1,79094,15,
NAV1,89796,1,
ELOVL2-AS1,100506409,,
GCG,2641,2,
PLA2G2C,391013,1,
ZNF354A,6940,5,
MAP2,4133,2,
GNL1,2794,6,
KIF15,56992,3,
GPX8,493869,5,
SCT,6343,11,
ZNF330,27309,4,
GRM2,2912,3,
POC1B,282809,12,
MDH2,4191,7,
RNFT2,84900,12,
CREB3L2,64764,7,
PPP2R3A,5523,3,
CCR6,1235,6,
NXPH2,11249,2,
PARD6A,50855,16,
CHMP6,79643,17,
ZNF423,23090,16,
RASSF8-AS1,100506451,,
ABTB1,80325,3,
RAPGEF1,2889,9,
EPN2,22905,17,
LYSMD2,256586,15,
TMED2,10959,12,
MIS12,79003,17,
RNA45S5,100861532,,
SDR39U1,56948,14,
MKRN1,23608,7,
RMDN3,55177,15,
IGSF21,84966,1,
DHTKD1,55526,10,
FHDC1,85462,4,
EVA1B,55194,1,
MRPS14,63931,1,
ISOC1,51015,5,
TCN2,6948,22,
GARNL3,84253,9,
GRASP,160622,12,
EMBP1,647121,1,
OR52K2,119774,11,
SCRN2,90507,17,
RXRA,6256,9,
LLGL1,3996,17,
ANAPC16,119504,10,
WDR63,126820,1,
ARF4,378,3,
GPR137,56834,11,
DUS2,54920,16,
PDE4DIP,9659,1,
EEA1,8411,12,
HTR2B,3357,2,
KLRF1,51348,12,
SMARCC2,6601,12,
TMX2,51075,11,
ARHGAP5-AS1,84837,,
GNG8,94235,19,
DPRX,503834,19,
CIRBP,1153,19,
ASCC1,51008,10,
OTOGL,283310,12,
RANBP3L,202151,5,
ANKRD44,91526,2,
CATSPERD,257062,19,
LEF1,51176,4,
TTC38,55020,22,
CTDNEP1,23399,17,
HNRNPA2B1,3181,7,
TMEM39A,55254,3,
GDPD4,220032,11,
FAM221A,340277,7,
RAD23A,5886,19,
OSTM1,28962,6,
EPS15L1,58513,19,
GALNT6,11226,12,
C1orf173,127254,1,
PTGES2-AS1,389791,9,
COX7A2,1347,6,
TENM1,10178,X,
BMPR1A,657,10,
LATS2,26524,13,
DBIL5P,100131454,,
RPL13,6137,16,
SNAP23,8773,15,
C2orf61,285051,2,
IFNAR2,3455,21,
OR4K1,79544,14,
ELMOD2,255520,4,
SERPINB9,5272,6,
SUMO1P1,391257,,
AK3,50808,9,
SH3RF3-AS1,100287216,,
SMG9,56006,19,
ST6GALNAC4,27090,9,
MCMBP,79892,10,
LINC00094,266655,9,
MAPK7,5598,17,
ESD,2098,13,
TBX19,9095,1,
NPHS1,4868,19,
DAK,26007,11,
PDZK1P1,728939,,
RBX1,9978,22,
CRIP2,1397,14,
SLC25A32,81034,8,
PLA2G16,11145,11,
TIMP1,7076,X,
UAP1,6675,1,
FPGS,2356,9,
FMO4,2329,1,
ZNF763,284390,19,
TELO2,9894,16,
MFSD10,10227,4,
PNPO,55163,17,
GTPBP8,29083,3,
CHCHD1,118487,10,
BMPER,168667,7,
IRF2BP2,359948,1,
SLC29A2,3177,11,
EIF5,1983,14,
LPIN3,64900,20,
TAF1D,79101,11,
PRKCDBP,112464,11,
HAP1,9001,17,
PIK3IP1,113791,22,
SH3PXD2B,285590,5,
S100A11P1,729659,,
NACAP1,83955,,
RMI1,80010,9,
PLA1A,51365,3,
CORO1B,57175,11,
DEFB125,245938,20,
CCNJL,79616,5,
TFIP11,24144,22,
TRIM25,7706,17,
RAD51-AS1,100505648,15,
IL3RA,3563,X|Y,
TPRG1L,127262,1,
DNAH5,1767,5,
PCDHGB1,56104,5,
DNHD1,144132,11,
MAG,4099,19,
LINC00261,140828,20,
PYGO1,26108,15,
TXNDC15,79770,5,
ZNF234,10780,19,
H2AFX,3014,11,
ENG,2022,9,
WBP4,11193,13,
NECAB1,64168,8,
AFF4,27125,5,
FILIP1,27145,6,
OTOS,150677,2,
PAPD5,64282,16,
MRPL53,116540,2,
MPPE1,65258,18,
TBC1D15,64786,12,
PAN3,255967,13,
GOLGA2P5,55592,12,
PCK1,5105,20,
SEC22B,9554,1,
C17orf67,339210,17,
LRBA,987,4,
RALB,5899,2,
PIGV,55650,1,
NFKBIA,4792,14,
ANKRD19P,138649,,
EMC6,83460,17,
C6orf136,221545,6,
NACA,4666,12,
TAF1B,9014,2,
ZFAND4,93550,10,
PRADC1,84279,2,
RPP30,10556,10,
CAND1,55832,12,
LINC01105,150622,,
MUC4,4585,3,
WBP11P1,441818,18,
DVL1,1855,1,
SEC61A1,29927,3,
IL17RB,55540,3,
NTHL1,4913,16,
SLC17A4,10050,6,
TTLL12,23170,22,
RCC2,55920,1,
FXYD6,53826,11,
PLAT,5327,8,
C8orf48,157773,8,
TTC7A,57217,2,
SLC16A3,9123,17,
PHB2,11331,12,
SMAD7,4092,18,
NR1H3,10062,11,
MED16,10025,19,
IZUMO2,126123,19,
INSC,387755,11,
TMEM150A,129303,2,
MAF1,84232,8,
ZNF593,51042,1,
FAM135A,57579,6,
GLUD2,2747,X,
EBF1,1879,5,
WDR46,9277,6,
PACRGL,133015,4,
IMPDH1,3614,7,
CCDC104,112942,2,
GDF7,151449,2,
HBE1,3046,11,
PCDH10,57575,4,
CLUH,23277,17,
ITGA2,3673,5,
RAB11A,8766,15,
MR1,3140,1,
LOX,4015,5,
TPCN1,53373,12,
KCTD14,65987,11,
PAIP2,51247,5,
PRSS23,11098,11,
GMDS-AS1,100508120,,
NAE1,8883,16,
AKT1S1,84335,19,
FDPSP2,619190,,
CSNK1G2,1455,19,
KIF20A,10112,5,
TNFRSF11B,4982,8,
RAB3IL1,5866,11,
SMIM15,643155,5,
FBXO6,26270,1,
GTF3C5,9328,9,
BCAN,63827,1,
LINC00657,647979,20,
NPB,256933,17,
KRTAP5-8,57830,11,
EVPLL,645027,17,
HNRNPH3,3189,10,
FAM72D,728833,1,
MOV10,4343,1,
NLRX1,79671,11,
FTCDNL1,348751,2,
DMC1,11144,22,
CHORDC1,26973,11,
DNAJC19,131118,3,
FRYL,285527,4,
ESYT1,23344,12,
LDLRAD4,753,18,
MTL5,9633,11,
PECR,55825,2,
ARPC3,10094,12,
CCDC122,160857,13,
RASGRF1,5923,15,
NUDT18,79873,8,
TSR3,115939,16,
POLR2B,5431,4,
DCLRE1B,64858,1,
HELZ,9931,17,
MED29,55588,19,
ARMC5,79798,16,
TCEB3,6924,1,
METTL24,728464,6,
SH3RF1,57630,4,
HAUS1,115106,18,
GRXCR1,389207,4,
MT1E,4493,16,
NKX2-2,4821,20,
C3orf80,401097,3,
SPACA6P,147650,19,
CUL2,8453,10,
CRY1,1407,12,
PPTC7,160760,12,
MCCC1,56922,3,
RET,5979,10,
H2AFV,94239,7,
CHRNA6,8973,8,
COQ5,84274,12,
PCAT6,100506696,1,
MAPKAP1,79109,9,
ADPGK,83440,15,
FAM177A1,283635,14,
RYR3,6263,15,
CARS,833,11,
TEC,7006,4,
KYNU,8942,2,
ICMT,23463,1,
CREB3,10488,9,
ASB6,140459,9,
FAHD2B,151313,2,
RANBP3,8498,19,
HDLBP,3069,2,
TMEM126A,84233,11,
UGP2,7360,2,
PCBP2,5094,12,
APMAP,57136,20,
GRHL3,57822,1,
PLD5,200150,1,
EIF3F,8665,11,
PLD2,5338,17,
USP39,10713,2,
BEND5,79656,1,
PIN1P1,5301,1,
LINC01102,150568,2,
TTBK2,146057,15,
NXPE3,91775,3,
MS4A1,931,11,
TOM1L2,146691,17,
RNMTL1,55178,17,
SLFN13,146857,17,
SLC45A1,50651,1,
RPS5,6193,19,
HNRNPDL,9987,4,
ISCA1,81689,9,
CLDN15,24146,7,
38412,54708,10,
TPRN,286262,9,
PAQR4,124222,16,
NOL3,8996,16,
GOLGA6C,653641,15,
HLA-H,3136,,
ZC4H2,55906,X,
PASK,23178,2,
APOL3,80833,22,
CNOT7,29883,8,
CORT,1325,1,
C19orf70,125988,19,
VPS16,64601,20,
DENR,8562,12,
AIFM3,150209,22,
STARD6,147323,18,
SSR4,6748,X,
LEPR,3953,1,
ABI1,10006,10,
EAF1,85403,3,
MCL1,4170,1,
C6orf106,64771,6,
BOLL,66037,2,
PLAC8L1,153770,5,
TMEM52,339456,1,
RDH11,51109,14,
PHF3,23469,6,
SNX20,124460,16,
PHLDB3,653583,19,
HSD3B7,80270,16,
TSPAN6,7105,X,
MAPK8IP2,23542,22,
SULT2B1,6820,19,
CYP2R1,120227,11,
RB1CC1,9821,8,
CLDN1,9076,3,
PLEKHG3,26030,14,
IGFBP1,3484,7,
PCTP,58488,17,
TPBG,7162,6,
BBS10,79738,12,
ZRANB2,9406,1,
NARF,26502,17,
UTP14C,9724,13,
LINC00263,90271,,
MAGEF1,64110,3,
PNRC1,10957,6,
COMTD1,118881,10,
TUBD1,51174,17,
HCP5,10866,6,
DNALI1,7802,1,
TSR2,90121,X,
MNS1,55329,15,
PCNT,5116,21,
RNF216P1,441191,7,
SSMEM1,136263,7,
NRN1L,123904,16,
DCTN2,10540,12,
NPFF,8620,12,
EMD,2010,X,
SMPD4,55627,2,
JADE2,23338,5,
PAGE2,203569,X,
PSCA,8000,8,
FOXO1,2308,13,
FAM131C,348487,1,
LYL1,4066,19,
FHL5,9457,6,
SYNCRIP,10492,6,
FAM89A,375061,1,
EGR1,1958,5,
TIMM10,26519,11,
GAS5-AS1,100506046,1,
AQP5,362,12,
ANP32D,23519,12,
MPND,84954,19,
VEZF1,7716,17,
GPS2,2874,17,
SUCLG2,8801,3,
NOMO1,23420,16,
OTUD7A,161725,15,
BYSL,705,6,
NSMF,26012,9,
GABRD,2563,1,
PCSK1N,27344,X,
NOV,4856,8,
PKD2,5311,4,
ZNF579,163033,19,
TRIM65,201292,17,
UBE2NL,389898,X,
PCDHB2,56133,5,
GMIP,51291,19,
ITFG3,83986,16,
PPP1R12B,4660,1,
CCNE1,898,19,
ZBTB47,92999,3,
PON3,5446,7,
NFIC,4782,19,
UBA7,7318,3,
RGS21,431704,1,
IFITM1,8519,11,
BROX,148362,1,
NUDT4,11163,12,
SYCE3,644186,22,
BPHL,670,6,
NXT2,55916,X,
ELN,2006,7,
SBSPON,157869,8,
PZP,5858,12,
VPREB3,29802,22,
TMEM219,124446,16,
PTMA,5757,2,
PHLPP1,23239,18,
C7orf50,84310,7,
BOLA1,51027,1,
MED30,90390,8,
SRR,63826,17,
CCDC114,93233,19,
AAK1,22848,2,
GFM1,85476,3,
DOCK2,1794,5,
KRT80,144501,12,
EML4,27436,2,
IRAK1,3654,X,
LINC00552,100130386,13,
ERMP1,79956,9,
EPB41L4A-AS1,114915,,
ZBTB8B,728116,1,
BRCA1,672,17,
C1orf52,148423,1,
RND2,8153,17,
PCBP3,54039,21,
MLLT4-AS1,653483,6,
ZFPL1,7542,11,
DLX2,1746,2,
RALBP1,10928,18,
CLPP,8192,19,
TMED10P1,286102,,
PPIG,9360,2,
LOXL1,4016,15,
ZNF622,90441,5,
PPP6R3,55291,11,
INS-IGF2,723961,11,
FAM3A,60343,X,
TUSC3,7991,8,
SNORA70,26778,X,
HMCES,56941,3,
SERINC3,10955,20,
FAIM2,23017,12,
ATP5J2,9551,7,
MFSD1,64747,3,
GOT1,2805,10,
IL18RAP,8807,2,
MGST1,4257,12,
LINC01003,100128822,,
ZNF280D,54816,15,
HSPA4L,22824,4,
LRRC38,126755,1,
CAB39L,81617,13,
SH2D2A,9047,1,
ENOPH1,58478,4,
TPH1,7166,11,
TMEM186,25880,16,
TMEM47,83604,X,
LRRC59,55379,17,
PIK3AP1,118788,10,
PDHB,5162,3,
IGF2BP3,10643,7,
FBXL5,26234,4,
ATL3,25923,11,
TPK1,27010,7,
KCTD12,115207,13,
LRIF1,55791,1,
EIF4E3,317649,3,
G6PC,2538,17,
TIMM44,10469,19,
NME8,51314,7,
ICOSLG,23308,21,
PIFO,128344,1,
CTDSPL,10217,3,
LCOR,84458,10,
TOMM40,10452,19,
FASTKD5,60493,20,
DDX27,55661,20,
MTMR9LP,339483,,
VIMP,55829,15,
ECE1,1889,1,
MSTO1,55154,1,
ZNF610,162963,19,
UNC5CL,222643,6,
FAM114A2,10827,5,
PTPRF,5792,1,
HEPHL1,341208,11,
ETV4,2118,17,
PLEKHG2,64857,19,
TRPC4,7223,13,
FADS2,9415,11,
RPA3,6119,7,
FAF2,23197,5,
DYNC1LI2,1783,16,
CENPQ,55166,6,
MDM2,4193,12,
MAGI2-AS3,100505881,7,
ARRB1,408,11,
GPR111,222611,6,
NFU1,27247,2,
KIN,22944,10,
PI16,221476,6,
TPM4,7171,19,
SLC1A4,6509,2,
COX5B,1329,2,
PRKAB1,5564,12,
AHSA2,130872,2,
SLC35B1,10237,17,
JAKMIP3,282973,10,
KRTAP6-1,337966,21,
KCNH7,90134,2,
PHF6,84295,X,
EIF3J-AS1,645212,,
PEF1,553115,1,
POLR3C,10623,1,
COX7A2L,9167,2,
KIF3A,11127,5,
SLC27A4,10999,9,
EGLN3,112399,14,
SLC25A18,83733,22,
C5AR1,728,19,
MLKL,197259,16,
KPNA5,3841,6,
LZTS2,84445,10,
DPP3,10072,11,
BTN2A3P,54718,6,
CGN,57530,1,
FADS3,3995,11,
TMEM257,9142,,
PLA2G6,8398,22,
FANCB,2187,X,
CHD4,1108,12,
FTL,2512,19,
UBR3,130507,2,
POLR1C,9533,6,
RABL3,285282,3,
FKBP1A,2280,20,
ACACA,31,17,
ZNF568,374900,19,
C15orf41,84529,15,
FAM109B,150368,22,
C10orf131,100127889,,
SIDT2,51092,11,
DHX40,79665,17,
ZNF626,199777,19,
WDHD1,11169,14,
PPP4R1,9989,18,
ARL1,400,12,
S100A2,6273,1,
CAPN10,11132,2,
IGFBP4,3487,17,
EIF3E,3646,8,
TUBA4A,7277,2,
SLC7A9,11136,19,
SPTLC3,55304,20,
CMAS,55907,12,
WDFY3-AS2,404201,4,
SLC25A4,291,4,
PSMD2,5708,3,
LILRA6,79168,19,
ABHD17B,51104,9,
SLC25A17,10478,22,
SFN,2810,1,
MLX,6945,17,
ERGIC3,51614,20,
F10,2159,13,
RER1,11079,1,
TIMM23,100287932,10,
TBL3,10607,16,
TMEM253,643382,14,
PIGP,51227,21,
RCOR3,55758,1,
RGS11,8786,16,
BRSK1,84446,19,
TMEM176A,55365,7,
BIRC3,330,11,
SLC4A1AP,22950,2,
LETM1,3954,4,
ARF6,382,14,
CCT7,10574,2,
THG1L,54974,5,
UNG,7374,12,
ATOH8,84913,2,
SRD5A3-AS1,100506462,4,
ZNHIT3,9326,17,
CKB,1152,14,
SFRP1,6422,8,
EDDM3A,10876,14,
UQCC1,55245,20,
LRP5,4041,11,
MFSD2A,84879,1,
SGCD,6444,5,
VPS26A,9559,10,
GRWD1,83743,19,
LACE1,246269,6,
FKBP9L,360132,7,
HIF1A,3091,14,
CCDC86,79080,11,
C10orf107,219621,10,
IKZF5,64376,10,
ARFGAP2,84364,11,
NCR3,259197,6,
NACC2,138151,9,
CPEB2,132864,4,
OR5K1,26339,3,
PIH1D2,120379,11,
HIBCH,26275,2,
PARP12,64761,7,
KIAA0100,9703,17,
HMBS,3145,11,
EFNA5,1946,5,
APPL1,26060,3,
SNX14,57231,6,
OR4C12,283093,11,
MLST8,64223,16,
PDE6H,5149,12,
HUWE1,10075,X,
C12orf76,400073,12,
DISP1,84976,1,
OPRK1,4986,8,
FOXK1,221937,7,
GATSL3,652968,22,
GPRIN3,285513,4,
HRASLS2,54979,11,
PDE9A,5152,21,
FAM183A,440585,1,
RPA3-AS1,729852,7,
SLC35A3,23443,1,
NCKAP1,10787,2,
HDAC4,9759,2,
UCKL1,54963,20,
THOC2,57187,X,
STK32C,282974,10,
WDR77,79084,1,
TMEM218,219854,11,
PPARGC1A,10891,4,
TMTC2,160335,12,
C9orf50,375759,9,
DTX3L,151636,3,
LINC00598,646982,13,
HSPA5,3309,9,
VPS4A,27183,16,
FMO3,2328,1,
CCL2,6347,17,
SOX2-OT,347689,3,
DACH2,117154,X,
EIF3I,8668,1,
NRAP,4892,10,
DFFA,1676,1,
CMC2,56942,16,
TRMT2A,27037,22,
CABS1,85438,4,
KCTD1,284252,18,
FAM120C,54954,X,
CNIH2,254263,11,
CCDC33,80125,15,
KAT7,11143,17,
HEATR5A,25938,14,
PPP1R13B,23368,14,
IFT46,56912,11,
ALG6,29929,1,
REEP3,221035,10,
TRAFD1,10906,12,
GNGT2,2793,17,
HIST1H2AK,8330,6,
ALYREF,10189,17,
DICER1-AS1,400242,14,
GMNC,647309,3,
TBRG4,9238,7,
FCHSD2,9873,11,
CPNE1,8904,20,
OST4,100128731,2,
CCDC50,152137,3,
UBE4B,10277,1,
SEC61G,23480,7,
HDX,139324,X,
STX16,8675,20,
GGN,199720,19,
ARMCX1,51309,X,
BCAT1,586,12,
NTN1,9423,17,
ADPRM,56985,17,
APOM,55937,6,
TPI1P2,286016,7,
LSP1,4046,11,
RPS25,6230,11,
YKT6,10652,7,
MTSS1,9788,8,
AGPAT2,10555,9,
WDR89,112840,14,
SNX4,8723,3,
ZBTB8OS,339487,1,
ROMO1,140823,20,
FAM214B,80256,9,
LRRN3,54674,7,
NSMCE4A,54780,10,
NAA20,51126,20,
C17orf85,55421,17,
HMSD,284293,18,
KIAA1211,57482,4,
GOLGA7B,401647,10,
CLDN23,137075,8,
ITGA9,3680,3,
CEBPZ,10153,2,
KCNC2,3747,12,
IL18,3606,11,
TBRG1,84897,11,
EBLN2,55096,3,
PFDN4,5203,20,
SCPEP1,59342,17,
GAS8,2622,16,
ATG2A,23130,11,
MAPRE2,10982,18,
LRP8,7804,1,
KPNA7,402569,7,
TCTN3,26123,10,
HBG1,3047,11,
MIR298,100126296,20,
TFAM,7019,10,
C1orf127,148345,1,
GGA1,26088,22,
FAM78B,149297,1,
MYCT1,80177,6,
GALNT12,79695,9,
DMGDH,29958,5,
EIF5A2,56648,3,
ATP1B3,483,3,
USP9X,8239,X,
FOPNL,123811,16,
ST3GAL5,8869,2,
TRMU,55687,22,
RIPPLY1,92129,X,
SLC2A13,114134,12,
TTC3,7267,21,
NDUFA2,4695,5,
OXNAD1,92106,3,
AP3S1,1176,5,
HLTF,6596,3,
ZCRB1,85437,12,
ERI3,79033,1,
OR13A1,79290,10,
KLK10,5655,19,
CCT3,7203,1,
PARD6G,84552,18,
ADAR,103,1,
PDCL3P4,285359,,
RIPPLY3,53820,21,
GCA,25801,2,
FBLL1,345630,5,
AVPI1,60370,10,
RUVBL2,10856,19,
RPL7A,6130,9,
S100A7,6278,1,
SAR1A,56681,10,
PPP2R5B,5526,11,
CAPNS1,826,19,
CCNE2,9134,8,
EME2,197342,16,
HNRNPUL2,221092,11,
ZNF674-AS1,401588,X,
FAM127B,26071,X,
SNAP25-AS1,100131208,20,
ZIC5,85416,13,
CLEC14A,161198,14,
BTNL3,10917,5,
NDUFB5,4711,3,
PLCD3,113026,17,
KRTAP1-5,83895,17,
MRPL17,63875,11,
KDELC1,79070,13,
PFN1P2,767846,1,
TRNT1,51095,3,
FAM175B,23172,10,
FHIT,2272,3,
ZBTB9,221504,6,
DCXR,51181,17,
ABLIM3,22885,5,
SNHG5,387066,,
PLD4,122618,14,
COX5A,9377,15,
C12orf23,90488,12,
CD48,962,1,
TSN,7247,2,
MAT2A,4144,2,
TRIM21,6737,11,
PITX2,5308,4,
RPL4,6124,15,
HRC,3270,19,
C19orf68,374920,19,
C17orf77,146723,,
POP4,10775,19,
PNPLA4,8228,X,
TRIM23,373,5,
STUB1,10273,16,
PRPH,5630,12,
NDRG1,10397,8,
COX7B,1349,X,
TMEM14B,81853,6,
OR7E37P,100506759,,
DNAJC22,79962,12,
EPN3,55040,17,
TXNL1,9352,18,
TXLNA,200081,1,
TAS2R41,259287,7,
IGBP1,3476,X,
AKAP11,11215,13,
CIRH1A,84916,16,
ZBTB45,84878,19,
ARL13B,200894,3,
ACTR6,64431,12,
CCL21,6366,9,
ADAP1,11033,7,
SEPHS1,22929,10,
HSPA12B,116835,20,
SP140,11262,2,
TRIM41,90933,5,
CCNA1,8900,13,
TMEM203,94107,9,
SHISA5,51246,3,
UBE2N,7334,12,
TWF2,11344,3,
MT2A,4502,16,
EXOC7,23265,17,
SNAP25,6616,20,
PODXL2,50512,3,
PPP1CB,5500,2,
C1orf186,440712,1,
CACNA1H,8912,16,
KCTD20,222658,6,
SLC30A1,7779,1,
UBXN6,80700,19,
CD14,929,5,
SLC26A11,284129,17,
ELTD1,64123,1,
PAGE4,9506,X,
PYROXD2,84795,10,
SRP54,6729,14,
CLN3,1201,16,
UBL3,5412,13,
REEP4,80346,8,
DIP2B,57609,12,
MICU2,221154,13,
OR10H2,26538,19,
SH3BP1,23616,22,
BBIP1,92482,10,
HSD11B1,3290,1,
SMAGP,57228,12,
RPL29P2,118432,17,
CELF6,60677,15,
PPP1R3G,648791,6,
TSPAN11,441631,12,
GABPB1,2553,15,
MMP28,79148,17,
CCT6P1,643253,,
KRCC1,51315,2,
ZDHHC12,84885,9,
VAV2,7410,9,
PI4K2A,55361,10,
TNRC6C-AS1,100131096,17,
CSMD3,114788,8,
PSIP1,11168,9,
PAPSS1,9061,4,
FLT1,2321,13,
HIATL1,84641,9,
SLC7A5P2,387254,,
CHIA,27159,1,
THRA,7067,17,
DPYSL2,1808,8,
C16orf87,388272,16,
PRNP,5621,20,
PTPN6,5777,12,
SENP3,26168,17,
ARIH2,10425,3,
CASP10,843,2,
CMC4,100272147,X,
PDE5A,8654,4,
CYP4F29P,54055,21,
C16orf74,404550,16,
EPB41,2035,1,
TMEM33,55161,4,
UBE2Z,65264,17,
CXCL3,2921,4,
HESX1,8820,3,
C14orf142,84520,14,
SLC6A1,6529,3,
SIX3,6496,2,
IQGAP1,8826,15,
GINS2,51659,16,
DAZAP2,9802,12,
TMCO4,255104,1,
ACADS,35,12,
MAFF,23764,22,
MRPL13,28998,8,
TIMM22,29928,,
BMF,90427,15,
DNAJB11,51726,3,
TACR1,6869,2,
NAT9,26151,17,
DENND4B,9909,1,
FAM71F2,346653,7,
POLR3D,661,8,
PLCB3,5331,11,
GTF2IRD1P1,729156,7,
SLC27A5,10998,19,
LINC00922,283867,16,
NFASC,23114,1,
ZKSCAN5,23660,7,
NSUN3,63899,3,
EVI5,7813,1,
ZNF93,81931,19,
OGFOD2,79676,12,
GZF1,64412,20,
ZNF16,7564,8,
C12orf45,121053,12,
TIMM13,26517,19,
CXorf38,159013,X,
PDSS1,23590,10,
FAM69B,138311,9,
DHCR24,1718,1,
GDPD2,54857,X,
CDKN2C,1031,1,
ANAPC15,25906,11,
SCARB2,950,4,
PMFBP1,83449,16,
RGL2,5863,6,
CTNNBIP1,56998,1,
RPAP1,26015,15,
SELENBP1,8991,1,
EXOSC9,5393,4,
ELAVL2,1993,9,
UNC13C,440279,15,
GRIN3A,116443,9,
FNDC4,64838,2,
POLB,5423,8,
DYNC1I1,1780,7,
CD9,928,12,
CTSK,1513,1,
NDRG4,65009,16,
YIF1A,10897,11,
MROH8,140699,20,
PFKFB3,5209,10,
SHMT1,6470,17,
RAD17,5884,5,
RPL27A,6157,11,
NIFK,84365,2,
PHKG1,5260,7,
DHX38,9785,16,
BTN2A2,10385,6,
MCFD2,90411,2,
MARK1,4139,1,
FAM43B,163933,1,
NARS2,79731,11,
PIGQ,9091,16,
ROBO4,54538,11,
SOX9,6662,17,
TRAPPC3,27095,1,
SOX11,6664,2,
SPRR2C,6702,,
KIAA1377,57562,11,
GM2A,2760,5,
C8orf74,203076,8,
DAP3,7818,1,
MAN1B1-AS1,100289341,9,
MAPKAPK5,8550,12,
LRRC24,441381,8,
NDFIP2,54602,13,
ATP1A2,477,1,
GSTM2P1,442245,,
TH,7054,11,
ATXN3,4287,14,
JARID2,3720,6,
GTF3C3,9330,2,
CGRRF1,10668,14,
KANSL1-AS1,644246,17,
DERL2,51009,17,
MRPL32,64983,7,
HIST2H3D,653604,1,
SLCO2A1,6578,3,
LRSAM1,90678,9,
IFT88,8100,13,
CABP1,9478,12,
C19orf69,100170765,,
TLCD2,727910,17,
PAF1,54623,19,
